Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,Montecito Ave -- Monterey to Eastwood,,2016-17,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,7,F,Montecito Ave  :  Northwood Dr  -  Eastwood Dr,9271000,3/2/2017 0:00,Jordan,JBR,1,1,0.98,1,1,1,1,1,0,0.083333333,0,0,0,,,,,,,8,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4568253,37.72956803,,Regular
,Noe St -- Hancock to 21st St,,2016-17,,Residential,Residential,Mon 12PM to 5PM,R,8,D,Noe St  :  20th St  -  Liberty St,9620000,3/6/2017 0:00,Jordan,JBR,1,1,0.977,1,1,1,1,1,0,0.425,0,0,0,,,,,,,46,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4324322,37.75727913,,Regular
84,Jones: Market-O'Farrell,#84 Jones: Market-O'Farrell,2016-17,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,6,B,Jones St  :  Market St  -  McAllister St,7562000,2/27/2017 0:00,Jordan,JBR,1.523809524,1.571428571,0.946666667,1,1,1,1,1,0,5.571428571,2.333333333,0.142857143,3,1,1,1,1,1,1,23,0.751666667,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4119854,37.78095176,,Regular
,Eucalyptus Dr -- 19th to 23rd Ave,,2016-17,,Residential,Residential,"Tue 1st, 3rd 10AM to 12PM",R,7,F,Eucalyptus Dr  :  19th Ave  -  20th Ave,5269000,7/5/2016 0:00,Jordan,JBR,1,1,0.98,1,1,1,1,1,0,1.5,0,0,0,,,,,,,0,,,,,1,1,1,1,0,1,1,,,,,,,,,,,-122.4748566,37.73106575,,Regular
,Cabrillo St -- 42nd to 47th Ave,,2013-14,,Residential,Residential,"Thur 1st, 3rd 12PM to 2PM",R,1,C,Cabrillo St  :  43rd Ave  -  44th Ave,3510000,,,JBR,2.7,1.5,1,1,0,0,1,1,0,0.1,0,0,,,,,,,,,0.92,1,1,0.975,0,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.5036086,37.77355433,,Regular
,Noe St -- Hancock to 21st St,,2017-18,,Residential,Residential,Mon 12PM to 5PM,R,8,D,Noe St  :  20th St  -  Liberty St,9620000,3/5/2018 0:00,Jordan,JBR,1,1,0.975625,1,1,1,1,1,0,0.9375,0,0,0,,,,,,,53,0.875,1,1,1,1,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.4324322,37.75727913,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2014-15,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,3/27/2015 0:00,Rheka,JBR,2.933333333,2.75,0.85,0,1,1,1,1,0,4.633333333,2,0.066666667,2,1,1,0,1,1,1,24,0.04,0.9,1,1,,,,,,,,,,,,,,,,,,-122.4383294,37.72001553,,Regular
39,Potrero A: 15th - 20th,#39 Potrero A: 15th - 20th,2013-14,Clean Corridor,Commercial,Mixed Use/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  15th St  -  16th St,10660000,,,JBR,2.011904762,1.214285714,0.877380952,1,1,1,1,1,0.166666667,0.238095238,0.130952381,0.523809524,,1,1,1,1,1,0.8,,0.861111111,0.837962963,0.972222222,0.972222222,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,-122.407685,37.76708198,,Regular
,Chestnut St -- Van Ness to Laguna,,2014-15,,Residential,Residential,"Tue 2nd, 4th 9AM to 11AM",R,2,A,Chestnut St  :  Franklin St  -  Gough St,3971000,3/10/2015 0:00,Rheka,JBR,2.854166667,2.375,0.8,0,1,1,1,1,0.25,0.25,0.583333333,0,3,1,1,1,0.666666667,1,1,10,0.3,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,-122.4263773,37.80207187,,Regular
75,Van Ness 6: Golden Gate - Bush,#75 Van Ness 6: Golden Gate - Bush,2013-14,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Golden Gate Ave  -  Turk St,13148101,,,JBR,2.588888889,2.4,0.838055556,1,1,1,0,1,0,0.283333333,0,0.266666667,,1,1,1,1,1,1,,0.191137566,0.979166667,0.918981481,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4204395,37.78103084,,Regular
53,Potrero B: 20th - Cesar Chavez,#53 Potrero B: 20th - Cesar Chavez,2013-14,Clean Corridor,Commercial,Residential/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  23rd St  -  24th St,10671000,,,JBR,2.158333333,1.8,0.847916667,1,1,1,1,1,0.1,0.225,0.066666667,0.425,,0.75,1,0.75,1,1,1,,0.31547619,0.80952381,0.93452381,0.93452381,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,-122.4064526,37.75427693,,Regular
,Webster St -- Bromley Pl to Green,,2014-15,,Residential,Residential,"Mon 1st, 3rd  9AM to 11AM",L,2,A,Webster St  :  Vallejo St  -  Green St,13553000,11/10/2014 0:00,Lan,JBR,2.25,1.625,0.89375,1,0,0,1,1,0,2.25,0,0.5,1,1,1,1,1,1,1,11,0.875,1,0.770833333,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,-122.4334691,37.79543518,,Regular
,Silver Ave -- Mission Ave to Cambridge,,2013-14,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11901000,,,JBR,2.035714286,1.726190476,0.881547619,0,0,1,1,1,0,0,0,0,,1,1,1,1,1,1,,0.4,0.802380952,0.585714286,0.964285714,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-122.4241987,37.72873555,,Regular
,Sacramento St -- Taylor to Polk,,2013-14,,Residential,Residential,Thurs 12PM to 5pm,L,3,A,Sacramento St  :  Taylor St  -  Jones St,11240000,,,JBR,2.64,2.35,0.8055,0,0,0,1,1,0,0.08,0.04,0.26,,,,,,,,,0.248571429,0.971428571,0.957142857,0.971428571,0,0,0,1,0,0,0,,,,,,,0,1,1,1,-122.4126497,37.79255234,,Regular
84,Jones: Market-O'Farrell,#84 Jones: Market-O'Farrell,2014-15,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,6,B,Jones St  :  Market St  -  McAllister St,7562000,3/9/2015 0:00,Saul,JBR,2.583333333,2.916666667,0.7125,1,0,0,0,0,0.666666667,4.5,3.166666667,1.583333333,3,1,1,1,1,1,1,23,0.066666667,0.853333333,1,1,,,,,,,,,,,,,,,,,,-122.4119854,37.78095176,,Regular
,Campbell Ave -- San Bruno to Delta,,2013-14,,Residential,Residential,Mon 12PM to 5PM,L,10,E,Campbell Ave  :  Holyoke St  -  Alpha St,3642000,,,JBR,1.345238095,1.39484127,0.972916667,0,1,0,1,1,0,0,0,0,,,,,,,,,0.9375,1,0.9375,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4035066,37.71435723,,Regular
,23rd St -- Church to Diamond,,2014-15,,Residential,Residential,"Tues 1st, 3rd  12PM to 2PM",L,8,D,23rd St  :  Nellie St  -  Vicksburg St,1278000,12/16/2014 0:00,Rheka,JBR,2.178571429,2.464285714,0.680952381,0,0,1,1,1,0,0.071428571,0.107142857,0,0,,,,,,,58,0.68445269,0.994285714,1,1,0,0,0,1,0,0,1,,,,,,,0,1,1,1,-122.4281653,37.75325691,,Regular
,24th Ave -- Traval to Wawona,,2014-15,,Residential,Residential,"Tues 1st, 3rd  8AM to 10AM",L,4,F,24th Ave  :  Vicente St  -  Wawona St,1312000,11/4/2014 0:00,Albert,JBR,1,1.066666667,1,0,1,1,1,1,0,0.066666667,0,0,0,,,,,,,56,0.760912698,0.902777778,0.659722222,0.958333333,1,1,1,1,0,1,1,,,,,,,0,1,0,1,-122.4807868,37.73908876,,Regular
,43rd Ave -- Pacheco to Taraval,,2013-14,,Residential,Residential,"Mon 1st, 3rd 12PM to 2PM",L,4,F,43rd Ave  :  Rivera St  -  Santiago St,1964000,,,JBR,1.821428571,1,0.953571429,1,1,1,1,1,0,0.035714286,0,0,,,,,,,,,0.333333333,1,0.666666667,0.666666667,1,1,1,1,0,1,1,,,,,,,0,1,0,0,-122.5016694,37.74564495,,Regular
1,Mission A: 18th - 13th,#1 Mission A: 18th - 13th,2013-14,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,9,D,Mission St  :  Hwy 101 Northbound  -  Erie St,9112101,,,JBR,1.757142857,1.7,0.686190476,1,0,1,0,0,0.061904762,0.242857143,0.276190476,0.257142857,,1,1,0.666666667,0.833333333,1,1,,0.202884615,1,0.964285714,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,-122.4200083,37.77011145,,Regular
,Liberty St -- Guerrero to Rayburn,,2014-15,,Residential,Residential,Mon 8AM to 12PM,L,8,D,Liberty St  :  Sanchez St  -  Sanchez St,8325000,1/19/2015 0:00,Rheka,JBR,2.25,2.05,0.724166667,0,1,1,1,1,0,0.1,0,0,0,,,,,,,48,0.692063492,0.946428571,1,1,0,0,0,1,0,1,1,,,,,,,0,1,1,1,-122.4302602,37.75715468,,Regular
,Kirkham St -- 30th to 35th Ave,,2014-15,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",R,4,F,Kirkham St  :  34th Ave  -  35th Ave,7872000,4/10/2015 0:00,Saul,JBR,1,1.133333333,0.902,1,1,1,1,1,0,1.533333333,0,0.2,0,,,,,,,5,0.833333333,1,1,0.833333333,1,1,1,1,0,1,0,,,,,,,0,1,1,0,-122.4929369,37.75912292,,Regular
47,3rd St D: Galvez - Oakdale,#47 3rd St D: Galvez - Oakdale,2013-14,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Galvez Ave  -  Hudson Ave,204101,,,JBR,1.595238095,1.595238095,0.866666667,1,1,0,1,1,0,0,0,0,,0.833333333,1,0.666666667,1,1,1,,0.341666667,0.976190476,0.955782313,0.976190476,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,-122.3884759,37.74110763,,Regular
,10th Ave -- Moraga to Mendosa Ave,,2014-15,,Residential,Residential,"Tue 2nd, 4th 8AM to 10AM",R,7,F,10th Ave  :  Quintara St  -  Mendosa Ave,479000,11/11/2014 0:00,Rheka,JBR,1.8,1.45,0.798,1,1,1,1,1,0,0,0,0,0,,,,,,,42,0.485042735,1,1,1,1,1,0,1,1,1,1,,,,,,,0,1,1,1,-122.4663364,37.74907463,,Regular
,Sloat Blvd -- 20th to 25th Ave,,2013-14,,Residential,Residential,Mon 8AM to 12PM,L,7,F,Sloat Blvd  :  20th Ave  -  21st Ave,11951102,,,JBR,1,1,0.958,1,1,1,1,1,0,0.3,0,0,,,,,,,,,0.888888889,0.888888889,0.888888889,1,1,1,1,1,0,1,1,,,,,,,0,0,0,1,-122.4761598,37.73455352,,Regular
51,Noriega B: 30th - 33rd,#51 Noriega B: 30th - 33rd,2014-15,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,4,F,Noriega St  :  30th Ave  -  31st Ave,9664000,8/7/2014 0:00,Albert,JBR,2.555555556,1.444444444,0.844444444,1,1,1,1,1,0,0,0,0,,0.5,1,0.5,1,1,1,,0.8,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,-122.4882641,37.7537209,,Regular
89,6th St: Market - Folsom,#89 6th St: Market - Folsom,2013-14,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,06th St  :  Market St  -  Stevenson St,326000,,,JBR,2.166666667,2.666666667,0.729166667,1,0,0,1,0,0.5,0.916666667,0.833333333,0.083333333,,,,,,,,,0.066666667,0.833333333,0.833333333,0.833333333,0,0,0,0,0,0,0,,,,,,,0,0,0,0,-122.410292,37.78223058,,Regular
,Steiner St -- Page to Hayes,,2014-15,,Residential,Residential,Mon 12PM to 5PM,R,5,C,Steiner St  :  Page St  -  Oak St,12122000,12/22/2014 0:00,Rheka,JBR,2.5,2.333333333,0.616666667,1,1,0,1,1,0.5,0.166666667,0.5,1,0,,,,,,,26,0.633838384,0.944444444,0.861111111,1,0,0,0,0,0,0,0,,,,,,,0,1,0,1,-122.4322801,37.77282925,,Regular
,Santiago St -- 19th to 22nd Ave,,2014-15,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,4,F,Santiago St  :  20th Ave  -  21st Ave,11612000,2/5/2015 0:00,Emilia,JBR,2.111111111,2.444444444,0.761111111,1,1,1,1,1,0,0.333333333,0,0,0,,,,,,,7,0.45,1,1,1,0,0,0,1,0,1,1,,,,,,,0,1,1,1,-122.4768956,37.74486944,,Regular
6,Columbus: Powell - Pacific,#6 Columbus: Powell - Pacific,2013-14,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,R,3,A,Columbus Ave  :  Pacific Ave  -  Jack Kerouac Aly,4290000,,,JBR,1.733333333,1.466666667,0.876666667,1,1,1,1,1,0.066666667,0,0,0,,1,1,1,1,1,1,,0.828571429,0.933333333,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,-122.4055129,37.79706459,,Regular
,Grand View Ave -- Romain St to Elizabeth,,2014-15,,Residential,Residential,"Wed 1st, 3rd  12PM to 2PM",L,8,D,Grand View Ave  :  Romain St  -  Morgan Aly,6372201,5/6/2015 0:00,Rheka,JBR,2,2,0.685,1,1,1,1,1,0,0.2,0,0,0,,,,,,,2,0.5,1,1,1,0,0,0,1,0,1,1,,,,,,,0,1,1,1,-122.4401339,37.75642268,,Regular
86,Mason: Market - Powell,#86 Mason: Market - Powell,2014-15,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,R,3,A,Ellis St  :  Powell St  -  Cyril Magnin St,5170000,6/24/2015 0:00,Rheka,JBR,2.791666667,2.625,0.803125,0,0,0,1,0,0.208333333,2.666666667,0,0.083333333,11,0.916666667,1,1,0.9375,1,0.875,36,0.020833333,1,1,1,,,,,,,,,,,,,,,,,,-122.4078525,37.78549156,,Regular
,26th St -- Hampshire to Harrison,,2013-14,,Residential,Residential,Thurs 12PM to 5pm,L,9,D,26th St  :  Bryant St  -  Florida St,1512000,,,JBR,2.8,2.466666667,0.75,1,0,0,1,1,0,0.133333333,0,0.066666667,,,,,,,,,0.69047619,0.952380952,0.80952381,1,0,0,0,1,0,1,0,,,,,,,0,1,0,1,-122.4088253,37.74960064,,Regular
,Goettingen St -- Ordway to Campbell,,2013-14,,Residential,Residential,"Tue 12PM to 5PM, Wed 8AM to 12PM",R,10,E,Goettingen St  :  Wilde Ave  -  Alpha St,6246000,,,JBR,1.875,1.633333333,0.917916667,1,1,1,1,1,0,0.15,0,0,,,,,,,,,0.444444444,0.805555556,0.444444444,0.916666667,1,1,1,1,0,1,1,,,,,,,0,0,0,1,-122.4021212,37.7161345,,Regular
,Liberty St -- Guerrero to Rayburn,,2013-14,,Residential,Residential,Mon 8AM to 12PM,L,8,D,Liberty St  :  Sanchez St  -  Sanchez St,8325000,,,JBR,1,1,0.96,1,1,1,1,1,0.0625,0,0.1875,0,,,,,,,,,0.958333333,0.95,0.853409091,1,1,1,1,0,1,0,1,,,,,,,1,1,0,1,-122.4302602,37.75715468,,Regular
100,"Fillmore F: McAllister, Steiner - Laguna","#100 Fillmore F: McAllister, Steiner - Laguna",2013-14,,Commercial,Residential/Commercial,Mon 8AM to 12PM,L,5,C,McAllister St  :  Laguna St  -  Webster St,8898000,,,JBR,1.666666667,1.25,0.9375,1,0,0,1,0,0,0.791666667,0,1.625,,1,1,0.5,1,1,1,,0.640684316,0.952272727,0.858116883,0.916558442,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,-122.4268286,37.77925797,,Regular
,10th Ave -- Lawton to Quintara,,2014-15,,Residential,Residential,"Tue 2nd, 4th 8AM to 10AM",R,7,F,10th Ave  :  Noriega St  -  Ortega St,476000,9/23/2014 0:00,Albert,JBR,1.180952381,1.028571429,0.986904762,1,1,1,1,1,0.028571429,0,0,0.033333333,,,,,,,,,0.946666667,0.989473684,0.916140351,1,1,1,1,0,1,1,0,,,,,,,1,1,1,1,-122.4667299,37.75466792,,Regular
61,Valencia: 16th - 20th,#61 Valencia: 16th - 20th,2013-14,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,9,D,Valencia St  :  17th St  -  Clarion Aly,13061000,,,JBR,2,1.666666667,0.854166667,1,1,1,1,1,0.5,0.75,0.666666667,0,,1,0.75,0.75,1,1,1,,0,0.983333333,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,-122.4217315,37.76329977,,Regular
17,Ocean B: Capitol - Manor,#17 Ocean B: Capitol - Manor,2014-15,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,7,F,Ocean Ave  :  Capitol Ave  -  Faxon Ave,9827101,7/7/2014 0:00,Albert,JBR,1,1,0.948333333,1,1,1,1,1,0,0,0,0,,1,1,1,1,1,1,,0.942857143,0.971428571,0.971428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-122.4592128,37.72453317,,Regular
3,Mission C: 22nd - Cesar Chavez,#3 Mission C: 22nd - Cesar Chavez,2014-15,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,9,D,Mission St  :  22nd St  -  23rd St,9124000,9/15/2014 0:00,Albert,JBR,1.9,1.333333333,0.777,1,1,0,1,0,0.066666667,0.38,1.34,0.513333333,,0.75,1,1,1,1,1,,0.73015873,0.936507937,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-122.4187476,37.75543694,,Regular
28,Geary A: Arguello - 7th,#28 Geary A: Arguello - 7th,2014-15,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  Arguello Blvd  -  02nd Ave,6057101,4/3/2015 0:00,Rheka,JBR,2,2,0.8125,1,1,1,1,1,0,0,0,0,2,1,1,0.5,1,1,1,20,0.51,1,1,1,,,,,,,,,,,,,,,,,,-122.4588587,37.78125706,,Regular
56,Fremont,#56 Fremont,2014-15,,Commercial,Commercial,Tue 12PM to 5PM,R,6,B,Fremont St  :  Mission St  -  Transbay Hump,5861001,12/9/2014 0:00,Rheka,JBR,1.5,2,0.925,1,1,1,1,1,,,,,0,,,,,,,4,1,1,1,1,,,,,,,,,,,,,,,,,,-122.3966897,37.79046107,,Regular
3,Mission C: 22nd - Cesar Chavez,#3 Mission C: 22nd - Cesar Chavez,2014-15,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,9,D,Mission St  :  22nd St  -  23rd St,9124000,3/2/2015 0:00,Rheka,JBR,2.666666667,2.416666667,0.779166667,0,1,0,1,1,0.85,1.233333333,5.666666667,0,4,1,0.75,0.75,1,1,0.75,49,0.015151515,1,1,1,,,,,,,,,,,,,,,,,,-122.4187476,37.75543694,,Regular
,Eucalyptus Dr -- 19th to 23rd Ave,,2013-14,,Residential,Residential,"Tue 1st, 3rd 10AM to 12PM",R,7,F,Eucalyptus Dr  :  19th Ave  -  20th Ave,5269000,,,JBR,1.8,1,1,1,1,1,1,1,0.4,0,0,0,,,,,,,,,,,,,1,1,1,0,1,1,1,,,,,,,,,,,-122.4748566,37.73106575,,Regular
,Joost Ave -- Lippard to Foerster,,2014-15,,Residential,Residential,"Fri 1st, 3rd 12PM to 2PM",R,7,F,Joost Ave  :  Edna St  -  Foerster St,7612000,5/1/2015 0:00,Emilia,JBR,1.333333333,1.3,0.907809524,1,1,1,1,1,0,1.342857143,0,0.066666667,0,,,,,,,46,0.818484848,0.97,0.665454545,0.9,1,1,1,1,0,1,0,,,,,,,0,1,0,1,-122.4472968,37.73233344,,Regular
,20th Ave -- California to Cabrillo,,2013-14,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",R,1,C,20th Ave  :  California St  -  Clement St,999000,,,JBR,2.966666667,2.166666667,0.9,0,1,0,1,1,0,0.1,0.033333333,0.2,,,,,,,,,0.3,0.866666667,0.853333333,0.933333333,0,0,1,1,0,0,0,,,,,,,0,0,0,1,-122.4796509,37.78412535,,Regular
103,"Fillmore I: Hayes, Laguna - Gough","#103 Fillmore I: Hayes, Laguna - Gough",2014-15,,Commercial,Commercial,Mon 8AM to 12PM,R,5,C,Hayes St  :  Gough St  -  Octavia St,6816000,2/16/2015 0:00,Rheka,JBR,2.666666667,2.75,0.825,1,1,1,1,1,0,1,3.666666667,0,1,1,1,1,1,1,1,32,0.396052632,1,1,1,,,,,,,,,,,,,,,,,,-122.4229781,37.77688353,,Regular
103,"Fillmore I: Hayes, Laguna - Gough","#103 Fillmore I: Hayes, Laguna - Gough",2013-14,,Commercial,Commercial,Mon 8AM to 12PM,R,5,C,Hayes St  :  Gough St  -  Octavia St,6816000,,,JBR,2.666666667,2.666666667,0.905555556,1,1,1,1,1,5.333333333,3.166666667,0.888888889,0.722222222,,1,1,1,1,1,1,,0.0875,0.958333333,0.496759259,0.87962963,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,-122.4229781,37.77688353,,Regular
,Farallones St -- San Jose to Orizaba,,2014-15,,Residential,Residential,"Wed 2nd, 4th  9AM to 11AM",L,11,E,Farallones St  :  Capitol Ave  -  Orizaba Ave,5408000,7/9/2014 0:00,Albert,JBR,2.285714286,1.714285714,0.919047619,1,0,1,1,1,0,0.285714286,0.095238095,0,,,,,,,,,0.392857143,0.964285714,0.25,1,0,1,1,1,0,0,1,,,,,,,0,1,0,1,-122.4590354,37.7140553,,Regular
87,Cortland: Folsom St - Bocanna,#87 Cortland: Folsom St - Bocanna,2014-15,Clean Corridor,Commercial,Residential/Commercial,Wed 12PM to 5PM,R,9,D,Cortland Ave  :  Bocana St  -  Bennington St,4423000,7/9/2014 0:00,Rudy,JBR,1.916666667,1.708333333,0.825,1,0,1,0,1,0.625,0,0.583333333,0.375,,1,0.75,0,0.75,0.5,1,,0.138888889,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,-122.4185844,37.73929728,,Regular
31,Polk B: California - Vallejo,#31 Polk B: California - Vallejo,2013-14,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,3,A,Polk St  :  California St  -  Sacramento St,10570000,,,JBR,2.785714286,1.80952381,0.867857143,1,1,1,1,1,0,0.095238095,0.047619048,0.047619048,,1,1,0.75,1,1,0.75,,0.778571429,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,-122.4206874,37.79057826,,Regular
44,3rd St A: Ballbark - Mariposa,#44 3rd St A: Ballbark - Mariposa,2014-15,Clean Corridor,Commercial,Mixed Use/Commercial,Wed 12PM to 5PM,L,6,B,03rd St  :  King St  -  Berry St,181000,1/7/2015 0:00,Rheka,JBR,2.083333333,2,0.864583333,1,1,0,1,1,0,0.8125,0.625,0,11,0.916666667,1,1,1,1,1,29,0.333333333,1,1,1,,,,,,,,,,,,,,,,,,-122.3918405,37.7781257,,Regular
,Rivera St -- 19th to 22nd Ave,,2014-15,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",R,4,F,Rivera St  :  19th Ave  -  20th Ave,11054000,1/15/2015 0:00,Rheka,JBR,2.166666667,2,0.8,1,1,1,1,1,0,0.333333333,0,0,0,,,,,,,0,,,,,0,0,0,1,0,1,1,,,,,,,,,,,-122.475902,37.74678204,,Regular
77,Van Ness 8: Broadway - Greenwich,#77 Van Ness 8: Broadway - Greenwich,2013-14,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,2,A,Van Ness Ave  :  Broadway  -  Vallejo St,13164101,,,JBR,1.866666667,1.266666667,0.913333333,1,0,0,1,1,0,0,0.066666667,0.3,,1,1,1,1,1,0.5,,0.24,1,0.96,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,-122.4234131,37.79573711,,Regular
102,Fillmore H: along Post,#102 Fillmore H: along Post,2014-15,,Commercial,Commercial,Tue 12PM to 5PM,L,5,C,Post St  :  Buchanan St  -  Webster St,10645000,12/2/2014 0:00,Rheka,JBR,2.4,2.377777778,0.873333333,0,1,1,1,1,0,6.844444444,0,0.166666667,3,1,1,1,1,1,1,50,0.259259259,1,1,1,,,,,,,,,,,,,,,,,,-122.4297826,37.78556385,,Regular
,Missouri St -- Mariposa to 22nd St,,2014-15,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Missouri St  :  Mariposa St  -  18th St,9209000,6/4/2015 0:00,Saul,JBR,1,1.113333333,0.916333333,1,1,0,1,1,0,0.956666667,0,0,0,,,,,,,45,0.972222222,0.961538462,0.903846154,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.3966445,37.76385062,,Regular
42,16th Bart,#42 16th Bart,2014-15,Clean Corridor,Commercial,Public/Commercial,Wed 12PM to 5PM,R,9,D,16th St  :  Capp St  -  Mission St,725000,11/5/2014 0:00,Rheka,JBR,2.722222222,2.722222222,0.602222222,1,0,0,1,0,0,3.666666667,0.388888889,1,0,,,,,,,11,0,1,1,1,0,0,0,1,0,0,0,,,,,,,0,1,1,1,-122.4186984,37.76510996,,Regular
55,Natoma: 2nd - Fremont,#55 Natoma: 2nd - Fremont,2014-15,Clean Corridor,Commercial,Public/Commercial,Mon 8AM to 12PM,R,6,B,Natoma St  :  Fremont St  -  01st St,9506000,5/18/2015 0:00,Saul,JBR,1.333333333,2,0.853333333,1,0,0,1,1,0,0,0,0,2,1,1,1,1,1,1,13,0.166666667,1,1,1,,,,,,,,,,,,,,,,,,-122.3956851,37.78966045,,Regular
,Santiago St -- 28th to 33rd,,2013-14,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,4,F,Santiago St  :  28th Ave  -  29th Ave,11619000,,,JBR,1,1.1,0.945,0,1,1,1,1,0,0.7,0,0,,,,,,,,,0.676190476,0.726190476,0.5,0.964285714,1,1,1,1,0,1,1,,,,,,,0,0,0,1,-122.4854662,37.74449279,,Regular
76,Van Ness 7: Bush -Broadway,#76 Van Ness 7: Bush -Broadway,2014-15,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,2,A,Van Ness Ave  :  Bush St  -  Austin St,13156101,1/9/2015 0:00,Rheka,JBR,2.62962963,2.462962963,0.850925926,0,0,1,1,1,0.333333333,1.740740741,0.111111111,0,3,1,1,0.666666667,1,1,1,46,0,1,1,1,,,,,,,,,,,,,,,,,,-122.4219486,37.78848964,,Regular
